index,area,pop,sex,x_LDI_id_Updated_7July2011,x_ihme_health_system_access_19jul2011,year
917,KEN,20469.2017844,female,,2.008594,2010.0
918,MDG,5711.77456147,male,-0.498376123671,2.008594,1990.0
919,MDG,5697.00124181,female,-0.498376123671,2.008594,1990.0
920,MDG,8969.87678172,male,-0.507179339172,2.008594,2005.0
921,MDG,9030.9101166,female,-0.507179339172,2.008594,2005.0
922,MDG,10381.3918189,male,,2.008594,2010.0
923,MDG,10450.6663255,female,,2.008594,2010.0
924,MOZ,6555.93466984,male,-0.531117215002,2.008594,1990.0
925,MOZ,7145.5399671,female,-0.531117215002,2.008594,1990.0
926,MOZ,10094.7307248,male,-0.51995934911,2.008594,2005.0
927,MOZ,10773.7372679,female,-0.51995934911,2.008594,2005.0
928,MOZ,11445.7053884,male,,2.008594,2010.0
929,MOZ,12069.4587627,female,,2.008594,2010.0
930,MWI,4656.05541236,male,-0.517685901632,2.008594,1990.0
931,MWI,4820.78015966,female,-0.517685901632,2.008594,1990.0
932,MWI,6482.05142952,male,-0.518344581,2.008594,2005.0
933,MWI,6525.58269152,female,-0.518344581,2.008594,2005.0
934,MWI,7554.34629075,male,,2.008594,2010.0
935,MWI,7550.66680345,female,,2.008594,2010.0
936,RWA,3499.62167907,male,-0.509581943547,2.008594,1990.0
937,RWA,3601.47381839,female,-0.509581943547,2.008594,1990.0
938,RWA,4547.54132263,male,-0.510924764346,2.008594,2005.0
939,RWA,4739.14765481,female,-0.510924764346,2.008594,2005.0
940,RWA,5288.5597815,male,,2.008594,2010.0
941,RWA,5480.87109875,female,,2.008594,2010.0
942,SDN,13516.1947189,male,-0.491601508917,2.008594,1990.0
943,SDN,13376.8456091,female,-0.491601508917,2.008594,1990.0
944,SDN,19515.6686641,male,-0.46851727539,2.008594,2005.0
945,SDN,19229.9763575,female,-0.46851727539,2.008594,2005.0
946,SDN,22107.2815287,male,,2.008594,2010.0
947,SDN,21767.7425887,female,,2.008594,2010.0
948,SOM,3332.3160939,male,-0.504977331116,2.008594,1990.0
949,SOM,3399.37068909,female,-0.504977331116,2.008594,1990.0
950,SOM,4217.49542311,male,-0.517622571579,2.008594,2005.0
951,SOM,4287.42598401,female,-0.517622571579,2.008594,2005.0
952,SOM,4722.94516504,male,,2.008594,2010.0
953,SOM,4792.291719,female,,2.008594,2010.0
954,TZA,12728.6652067,male,-0.510568061397,2.008594,1990.0
955,TZA,12956.0731364,female,-0.510568061397,2.008594,1990.0
956,TZA,19553.4206129,male,-0.50290638896,2.008594,2005.0
957,TZA,19669.1821704,female,-0.50290638896,2.008594,2005.0
958,TZA,22610.1312689,male,,2.008594,2010.0
959,TZA,22643.2487078,female,,2.008594,2010.0
960,UGA,8893.56853855,male,-0.521937473075,2.008594,1990.0
961,UGA,8982.09826308,female,-0.521937473075,2.008594,1990.0
962,UGA,14336.9405507,male,-0.505974632507,2.008594,2005.0
963,UGA,14432.1537928,female,-0.505974632507,2.008594,2005.0
964,UGA,16886.323502,male,,2.008594,2010.0
965,UGA,16910.1169169,female,,2.008594,2010.0
966,ZMB,3939.43011665,male,-0.478431926823,2.008594,1990.0
967,ZMB,3979.77733512,female,-0.478431926823,2.008594,1990.0
968,ZMB,5816.40389732,male,-0.496557690271,2.008594,2005.0
969,ZMB,5804.5943261,female,-0.496557690271,2.008594,2005.0
970,ZMB,6668.90722435,male,,2.008594,2010.0
971,ZMB,6631.47154757,female,,2.008594,2010.0
972,BWA,686.420249197,male,-0.26369774013,2.008594,1990.0
973,BWA,703.108672088,female,-0.26369774013,2.008594,1990.0
974,BWA,945.501439621,male,-0.0205640688582,2.008594,2005.0
975,BWA,941.567642782,female,-0.0205640688582,2.008594,2005.0
976,BWA,1015.21028274,male,,2.008594,2010.0
977,BWA,999.210574252,female,,2.008594,2010.0
978,LSO,783.14882473,male,-0.507661869964,2.008594,1990.0
979,LSO,870.453322254,female,-0.507661869964,2.008594,1990.0
980,LSO,1011.88425868,male,-0.491827988631,2.008594,2005.0
981,LSO,1069.78157543,female,-0.491827988631,2.008594,2005.0
982,LSO,1073.26458585,male,,2.008594,2010.0
983,LSO,1110.56212346,female,,2.008594,2010.0
984,NAM,697.727119202,male,-0.33156456588,2.008594,1990.0
985,NAM,727.878250952,female,-0.33156456588,2.008594,1990.0
986,NAM,1033.94849278,male,-0.303361443478,2.008594,2005.0
987,NAM,1055.60143362,female,-0.303361443478,2.008594,2005.0
988,NAM,1136.69674646,male,,2.008594,2010.0
989,NAM,1152.48382742,female,,2.008594,2010.0
990,SWZ,410.030858633,male,-0.393629318428,2.008594,1990.0
991,SWZ,458.592584562,female,-0.393629318428,2.008594,1990.0
992,SWZ,543.151170705,male,-0.343749996347,2.008594,2005.0
993,SWZ,568.144911313,female,-0.343749996347,2.008594,2005.0
994,SWZ,586.050929515,male,,2.008594,2010.0
995,SWZ,606.248387762,female,,2.008594,2010.0
996,ZAF,18280.3103527,male,-0.177107429666,2.008594,1990.0
997,ZAF,18657.250614,female,-0.177107429666,2.008594,1990.0
998,ZAF,23723.2873778,male,-0.165203980488,2.008594,2005.0
999,ZAF,24366.3208685,female,-0.165203980488,2.008594,2005.0
1000,ZAF,24966.0464707,male,,2.008594,2010.0
1001,ZAF,25458.9482941,female,,2.008594,2010.0
1002,ZWE,5242.39170093,male,-0.518932601194,2.008594,1990.0
1003,ZWE,5286.93926456,female,-0.518932601194,2.008594,1990.0
1004,ZWE,6285.17387347,male,-0.522187505846,2.008594,2005.0
1005,ZWE,6404.08876549,female,-0.522187505846,2.008594,2005.0
1006,ZWE,6251.12964898,male,,2.008594,2010.0
1007,ZWE,6430.3412995,female,,2.008594,2010.0
1008,BEN,2316.44395311,male,-0.492259309207,2.008594,1990.0
1009,BEN,2511.18044909,female,-0.492259309207,2.008594,1990.0
1010,BEN,3782.94850302,male,-0.485132012378,2.008594,2005.0
1011,BEN,3927.50660324,female,-0.485132012378,2.008594,2005.0
1012,BEN,4408.56321723,male,,2.008594,2010.0
1013,BEN,4526.61605191,female,,2.008594,2010.0
1014,BFA,4602.02628052,male,-0.512580141714,2.008594,1990.0
1015,BFA,4796.31833036,female,-0.512580141714,2.008594,1990.0
1016,BFA,7075.4052215,male,-0.501009161011,2.008594,2005.0
1017,BFA,7238.57143653,female,-0.501009161011,2.008594,2005.0
1018,BFA,8225.63191002,male,,2.008594,2010.0
1019,BFA,8359.28254676,female,,2.008594,2010.0
1020,CIV,6525.32974499,male,-0.451170822707,2.008594,1990.0
1021,CIV,6044.11444102,female,-0.451170822707,2.008594,1990.0
1022,CIV,9289.84444658,male,-0.466885414668,2.008594,2005.0
1023,CIV,8852.88609265,female,-0.466885414668,2.008594,2005.0
1024,CIV,10130.136355,male,,2.008594,2010.0
1025,CIV,9749.6196912,female,,2.008594,2010.0
1026,CMR,6099.12047413,male,-0.423252126367,2.008594,1990.0
1027,CMR,6181.91437091,female,-0.423252126367,2.008594,1990.0
1028,CMR,8840.0801176,male,-0.45333267925,2.008594,2005.0
1029,CMR,8893.40972821,female,-0.45333267925,2.008594,2005.0
1030,CMR,9883.54081011,male,,2.008594,2010.0
1031,CMR,9915.31017791,female,,2.008594,2010.0
1032,CPV,169.094356005,male,-0.47254054134,2.008594,1990.0
1033,CPV,184.506310314,female,-0.47254054134,2.008594,1990.0
1034,CPV,233.503559882,male,-0.422025786052,2.008594,2005.0
1035,CPV,243.23922107,female,-0.422025786052,2.008594,2005.0
1036,CPV,247.754850992,male,,2.008594,2010.0
1037,CPV,252.825278155,female,,2.008594,2010.0
1038,GHA,7556.59020975,male,-0.505249710163,2.008594,1990.0
1039,GHA,7345.41120893,female,-0.505249710163,2.008594,1990.0
1040,GHA,11063.592611,male,-0.49407671268,2.008594,2005.0
1041,GHA,10707.1764016,female,-0.49407671268,2.008594,2005.0
1042,GHA,12466.4733117,male,,2.008594,2010.0
1043,GHA,12049.9720991,female,,2.008594,2010.0
1044,GIN,2932.29574295,male,-0.507174366398,2.008594,1990.0
1045,GIN,2885.24959574,female,-0.507174366398,2.008594,1990.0
1046,GIN,4624.85796494,male,-0.501228758946,2.008594,2005.0
1047,GIN,4528.48010005,female,-0.501228758946,2.008594,2005.0
1048,GIN,5094.64082662,male,,2.008594,2010.0
1049,GIN,4983.94551655,female,,2.008594,2010.0
1050,GMB,488.602558263,male,-0.489054782507,2.008594,1990.0
1051,GMB,484.134670388,female,-0.489054782507,2.008594,1990.0
1052,GMB,750.082318971,male,-0.488864402223,2.008594,2005.0
1053,GMB,766.151470585,female,-0.488864402223,2.008594,2005.0
1054,GMB,860.914137542,male,,2.008594,2010.0
1055,GMB,881.748011841,female,,2.008594,2010.0
1056,GNB,509.921906064,male,-0.501760159212,2.008594,1990.0
1057,GNB,520.747487986,female,-0.501760159212,2.008594,1990.0
1058,GNB,685.311929642,male,-0.50538338209,2.008594,2005.0
1059,GNB,697.384756179,female,-0.50538338209,2.008594,2005.0
1060,GNB,758.787588648,male,,2.008594,2010.0
1061,GNB,771.327334025,female,,2.008594,2010.0
1062,LBR,1084.83608771,male,-0.495123960287,2.008594,1990.0
1063,LBR,1088.8826015,female,-0.495123960287,2.008594,1990.0
1064,LBR,1615.54267683,male,-0.52943273962,2.008594,2005.0
1065,LBR,1609.46850008,female,-0.52943273962,2.008594,2005.0
1066,LBR,2008.81548679,male,,2.008594,2010.0
1067,LBR,1990.37383449,female,,2.008594,2010.0
1068,MLI,4321.93768601,male,-0.514759585026,2.008594,1990.0
1069,MLI,4446.43798086,female,-0.514759585026,2.008594,1990.0
1070,MLI,6629.69276508,male,-0.503964866923,2.008594,2005.0
1071,MLI,6696.07335467,female,-0.503964866923,2.008594,2005.0
1072,MLI,7762.11050472,male,,2.008594,2010.0
1073,MLI,7781.69897995,female,,2.008594,2010.0
1074,MRT,1003.04045577,male,-0.472321916114,2.008594,1990.0
1075,MRT,1012.93871682,female,-0.472321916114,2.008594,1990.0
1076,MRT,1541.50423861,male,-0.470765791373,2.008594,2005.0
1077,MRT,1531.77309662,female,-0.470765791373,2.008594,2005.0
1078,MRT,1754.13655262,male,,2.008594,2010.0
1079,MRT,1736.83260978,female,,2.008594,2010.0
1080,NER,3900.76596692,male,-0.51437917297,2.008594,1990.0
1081,NER,4008.27005555,female,-0.51437917297,2.008594,1990.0
1082,NER,6594.7954834,male,-0.519864975627,2.008594,2005.0
1083,NER,6551.79806131,female,-0.519864975627,2.008594,2005.0
1084,NER,7869.03835932,male,,2.008594,2010.0
1085,NER,7785.49883705,female,,2.008594,2010.0
1086,NGA,49512.3152054,male,-0.484551300498,2.008594,1990.0
1087,NGA,48873.00499,female,-0.484551300498,2.008594,1990.0
1088,NGA,71309.1918726,male,-0.471276489083,2.008594,2005.0
1089,NGA,69783.7368494,female,-0.471276489083,2.008594,2005.0
1090,NGA,80886.1438889,male,,2.008594,2010.0
1091,NGA,78924.3873184,female,,2.008594,2010.0
1092,SEN,3648.99439891,male,-0.480193204524,2.008594,1990.0
1093,SEN,3653.03846979,female,-0.480193204524,2.008594,1990.0
1094,SEN,5436.8935427,male,-0.474513682127,2.008594,2005.0
1095,SEN,5517.75957558,female,-0.474513682127,2.008594,2005.0
1096,SEN,6207.39965075,male,,2.008594,2010.0
1097,SEN,6308.67806122,female,,2.008594,2010.0
1098,SLE,1963.80599434,male,-0.49997317497,2.008594,1990.0
1099,SLE,2043.74267853,female,-0.49997317497,2.008594,1990.0
1100,SLE,2524.21085674,male,-0.519133395175,2.008594,2005.0
1101,SLE,2648.75724943,female,-0.519133395175,2.008594,2005.0
1102,SLE,2893.11290125,male,,2.008594,2010.0
1103,SLE,3018.47324043,female,,2.008594,2010.0
1104,STP,58.2402604231,male,-0.486491983007,2.008594,1990.0
1105,STP,59.1969834578,female,-0.486491983007,2.008594,1990.0
1106,STP,76.5060709172,male,-0.485722971502,2.008594,2005.0
1107,STP,77.9197990757,female,-0.485722971502,2.008594,2005.0
1108,STP,82.8899864283,male,,2.008594,2010.0
1109,STP,84.4641271406,female,,2.008594,2010.0
1110,TCD,2998.87434805,male,-0.506438447772,2.008594,1990.0
1111,TCD,3071.10185961,female,-0.506438447772,2.008594,1990.0
1112,TCD,4924.88106549,male,-0.49400685456,2.008594,2005.0
1113,TCD,4988.84277163,female,-0.49400685456,2.008594,2005.0
1114,TCD,5671.2297893,male,,2.008594,2010.0
1115,TCD,5729.60154263,female,,2.008594,2010.0
1116,TGO,1824.76081429,male,-0.500253595764,2.008594,1990.0
1117,TGO,1867.02606854,female,-0.500253595764,2.008594,1990.0
1118,TGO,2690.71433121,male,-0.508602052069,2.008594,2005.0
1119,TGO,2744.39941509,female,-0.508602052069,2.008594,2005.0
1120,TGO,3002.13673686,male,,2.008594,2010.0
1121,TGO,3059.04899328,female,,2.008594,2010.0
